mode,price,catchrate,d.beach,d.pier,d.private,d.charter,price.beach,price.pier,price.private,price.charter,catch.beach,catch.pier,catch.private,catch.charter,income,mode1
private,3.87,0.6817,0,0,1,0,22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,0.4166667,3
pier,3.87,0.4522,0,1,0,0,3.87,3.87,47.73,82.73,0.5333,0.4522,0.2413,1.0266,0.4166667,2
beach,3.87,0.5333,1,0,0,0,3.87,3.87,47.73,82.73,0.5333,0.4522,0.2413,1.0266,0.4166667,1
private,9.87,0.6817,0,0,1,0,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2.083333,3
private,27.87,0.6817,0,0,1,0,161.646,161.646,27.87,52.87,0.2537,0.1498,0.6817,2.3014,7.083332,3
beach,15.87,0.5333,1,0,0,0,15.87,15.87,195.73,230.73,0.5333,0.4522,0.0156,0.0058,3.75,1
pier,12.87,0.4522,0,1,0,0,12.87,12.87,158.73,193.73,0.5333,0.4522,0.2413,1.0266,2.916667,2
pier,9.87,0.4522,0,1,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,12.87,0.0531,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2.916667,3
private,12.87,0.7369,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2.916667,3
private,9.87,0.0531,0,0,1,0,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2.083333,3
private,57.246,0.0143,0,0,1,0,176.344,176.344,57.246,86.746,0.0678,0.0503,0.0143,0.0289,2.083333,3
private,12.87,0.6817,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2.916667,3
pier,9.87,0.4522,0,1,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2.083333,2
charter,37.87,2.3014,0,0,0,1,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,6.87,0.4522,0,1,0,0,6.87,6.87,84.73,119.73,0.5333,0.4522,0.2413,1.0266,1.25,2
private,6.87,0.0531,0,0,1,0,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1.25,3
charter,40.87,2.3014,0,0,0,1,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3.75,4
private,92.046,0.0143,0,0,1,0,283.544,283.544,92.046,121.546,0.0678,0.0503,0.0143,0.0289,3.75,3
private,12.87,0.6817,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2.916667,3
private,12.87,0.0531,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2.916667,3
charter,34.87,2.3014,0,0,0,1,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2.083333,4
charter,127.046,0.6456,0,0,0,1,195.73,195.73,92.046,127.046,0.0678,0.0789,0.0559,0.6456,3.75,4
pier,9.87,0.4522,0,1,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,24.87,0.6817,0,0,1,0,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6.250001,3
private,24.87,0.6817,0,0,1,0,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6.250001,3
private,18.87,0.0531,0,0,1,0,109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4.583332,3
private,6.87,0.0531,0,0,1,0,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1.25,3
private,9.87,0.0531,0,0,1,0,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2.083333,3
beach,27.87,0.5333,1,0,0,0,27.87,27.87,343.73,378.73,0.5333,0.4522,0.2413,1.0266,7.083332,1
charter,40.87,2.3014,0,0,0,1,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3.75,4
private,15.87,0.6817,0,0,1,0,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3.75,3
private,213.86,0.0361,0,0,1,0,15.096,15.096,213.86,248.86,0.5333,0.0069,0.0361,0.4216,4.583332,3
pier,7.896,0.4522,0,1,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.0156,0.0058,2.083333,2
beach,12.696,0.5333,1,0,0,0,12.696,12.696,179.86,214.86,0.5333,0.4522,0.0051,1.0266,3.75,1
private,5.496,0.7369,0,0,1,0,32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1.25,3
private,7.896,0.6817,0,0,1,0,47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2.083333,3
beach,19.896,0.5333,1,0,0,0,19.896,19.896,281.86,316.86,0.5333,0.4522,0.2413,1.0266,6.250001,1
private,12.696,0.7369,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3.75,3
private,7.896,0.7369,0,0,1,0,47.376,47.376,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2.083333,3
private,22.296,0.6817,0,0,1,0,133.776,133.776,22.296,47.296,0.2537,0.1498,0.6817,2.3014,7.083332,3
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,37.896,0.0531,0,0,1,0,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12.5,3
beach,7.896,0.5333,1,0,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,1
private,15.096,0.7369,0,0,1,0,90.576,90.576,15.096,40.096,0.2537,0.1498,0.7369,2.3101,4.583332,3
charter,40.096,2.3014,0,0,0,1,90.576,90.576,15.096,40.096,0.2537,0.1498,0.6817,2.3014,4.583332,4
beach,15.096,0.5333,1,0,0,0,15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4.583332,1
beach,10.296,0.5333,1,0,0,0,10.296,10.296,145.86,180.86,0.5333,0.4522,0.2413,1.0266,2.916667,1
charter,47.296,0.0052,0,0,0,1,133.776,133.776,22.296,47.296,0.2537,0.1498,0.0531,0.0052,7.083332,4
private,10.296,0.7369,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2.916667,3
private,10.296,0.6817,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,3
beach,15.096,0.5333,1,0,0,0,15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4.583332,1
private,5.496,0.6817,0,0,1,0,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1.25,3
private,27.096,0.7369,0,0,1,0,162.576,162.576,27.096,52.096,0.2537,0.1498,0.7369,2.3101,8.750001,3
private,12.696,0.7369,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3.75,3
pier,77.86,0.0789,0,1,0,0,77.86,77.86,115.874,144.874,0.0678,0.0789,0.0014,0.0029,1.25,2
beach,17.496,0.5333,1,0,0,0,17.496,17.496,247.86,282.86,0.5333,0.4522,0.0156,0.0058,5.416667,1
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,17.496,0.6817,0,0,1,0,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5.416667,3
charter,32.896,2.3014,0,0,0,1,47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2.083333,4
private,45.198,0.6817,0,0,1,0,150.174,150.174,45.198,70.198,0.2537,0.1498,0.6817,2.3014,5.416667,3
beach,26.598,0.5333,1,0,0,0,26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2.916667,1
charter,51.598,2.3014,0,0,0,1,88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,38.998,0.6817,0,0,1,0,129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4.583332,3
charter,102.774,0.6456,0,0,0,1,132.258,132.258,67.774,102.774,0.0678,0.0789,0.0559,0.6456,2.083333,4
pier,26.598,0.4522,0,1,0,0,26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2.916667,2
beach,14.198,0.5333,1,0,0,0,14.198,14.198,92.058,127.058,0.5333,0.4522,0.2413,1.0266,1.25,1
charter,39.198,2.3014,0,0,0,1,47.174,47.174,14.198,39.198,0.2537,0.1498,0.6817,2.3014,1.25,4
charter,57.798,2.3014,0,0,0,1,108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3.75,4
pier,20.398,0.4522,0,1,0,0,20.398,20.398,132.258,167.258,0.5333,0.4522,0.0156,0.0058,2.083333,2
charter,51.598,2.3014,0,0,0,1,88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,38.998,0.7369,0,0,1,0,129.574,129.574,38.998,63.998,0.2537,0.1498,0.7369,2.3101,4.583332,3
private,26.598,0.0531,0,0,1,0,88.374,88.374,26.598,51.598,0.2537,0.1498,0.0531,0.0052,2.916667,3
beach,32.798,0.5333,1,0,0,0,32.798,32.798,212.658,247.658,0.5333,0.4522,0.1665,0.3975,3.75,1
private,26.598,0.6817,0,0,1,0,88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2.916667,3
charter,63.998,0.0052,0,0,0,1,129.574,129.574,38.998,63.998,0.2537,0.1498,0.0531,0.0052,4.583332,4
private,32.798,0.6817,0,0,1,0,108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3.75,3
charter,63.998,2.3014,0,0,0,1,129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4.583332,4
pier,26.598,0.4522,0,1,0,0,26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2.916667,2
pier,26.598,0.4522,0,1,0,0,26.598,26.598,172.458,207.458,0.5333,0.4522,0.0156,0.0058,2.916667,2
charter,63.998,2.3014,0,0,0,1,129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4.583332,4
private,76.198,0.6817,0,0,1,0,253.174,253.174,76.198,101.198,0.2537,0.1498,0.6817,2.3014,9.583336,3
private,32.798,0.0531,0,0,1,0,108.974,108.974,32.798,57.798,0.2537,0.1498,0.0531,0.0052,3.75,3
pier,20.398,0.4522,0,1,0,0,20.398,20.398,132.258,167.258,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,14.198,0.0531,0,0,1,0,47.174,47.174,14.198,39.198,0.2537,0.1498,0.0531,0.0052,1.25,3
pier,38.998,0.4522,0,1,0,0,38.998,38.998,252.858,287.858,0.5333,0.4522,0.1665,0.3975,4.583332,2
private,38.998,0.6817,0,0,1,0,129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4.583332,3
pier,76.198,0.4522,0,1,0,0,76.198,76.198,494.058,529.058,0.5333,0.4522,0.2413,1.0266,9.583336,2
beach,7.998,0.5333,1,0,0,0,7.998,7.998,51.858,86.858,0.5333,0.4522,0.2413,1.0266,0.4166667,1
pier,9.87,0.4522,0,1,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.0156,0.0058,2.083333,2
beach,14.476,0.2537,1,0,0,0,14.476,14.476,62.51,81.01,0.2537,0.1498,0.0233,0.0219,2.083333,1
pier,2.322,0.4522,0,1,0,0,2.322,2.322,55.47,90.47,0.5333,0.4522,0.2413,1.0266,0.4166667,2
private,4.122,0.6817,0,0,1,0,53.586,53.586,4.122,29.122,0.2537,0.1498,0.6817,2.3014,1.25,3
private,9.522,0.0531,0,0,1,0,123.786,123.786,9.522,34.522,0.2537,0.1498,0.0531,0.0052,3.75,3
charter,35.296,0.0052,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.0531,0.0052,2.916667,4
pier,3.096,0.4522,0,1,0,0,3.096,3.096,43.86,78.86,0.5333,0.4522,0.2413,1.0266,0.4166667,2
pier,7.896,0.4522,0,1,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,12.696,0.7369,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3.75,3
private,7.896,0.6817,0,0,1,0,47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2.083333,3
charter,28.096,2.3014,0,0,0,1,18.576,18.576,3.096,28.096,0.2537,0.1498,0.6817,2.3014,0.4166667,4
charter,30.496,0.0052,0,0,0,1,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1.25,4
private,19.896,0.6817,0,0,1,0,119.376,119.376,19.896,44.896,0.2537,0.1498,0.6817,2.3014,6.250001,3
private,10.296,0.6817,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,3
pier,15.096,0.4522,0,1,0,0,15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4.583332,2
pier,10.296,0.4522,0,1,0,0,10.296,10.296,145.86,180.86,0.5333,0.4522,0.1665,0.3975,2.916667,2
pier,5.496,0.4522,0,1,0,0,5.496,5.496,77.86,112.86,0.5333,0.4522,0.2413,1.0266,1.25,2
charter,30.496,2.3014,0,0,0,1,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1.25,4
beach,17.496,0.5333,1,0,0,0,17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5.416667,1
private,5.496,0.0531,0,0,1,0,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1.25,3
private,10.296,0.6817,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,3
private,12.696,0.0531,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3.75,3
pier,5.496,0.4522,0,1,0,0,5.496,5.496,77.86,112.86,0.5333,0.4522,0.2413,1.0266,1.25,2
private,3.096,0.0531,0,0,1,0,18.576,18.576,3.096,28.096,0.2537,0.1498,0.0531,0.0052,0.4166667,3
private,15.096,0.0531,0,0,1,0,90.576,90.576,15.096,40.096,0.2537,0.1498,0.0531,0.0052,4.583332,3
beach,76.176,0.2537,1,0,0,0,76.176,76.176,139.656,158.156,0.2537,0.1498,0.2339,0.6288,3.75,1
private,12.696,0.6817,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3.75,3
private,37.896,0.0531,0,0,1,0,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12.5,3
beach,5.496,0.5333,1,0,0,0,5.496,5.496,77.86,112.86,0.5333,0.4522,0.1665,0.3975,1.25,1
pier,47.376,0.1498,0,1,0,0,47.376,47.376,86.856,105.356,0.2537,0.1498,0.2339,0.6288,2.083333,2
beach,7.896,0.5333,1,0,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,1
private,3.29,0.6817,0,0,1,0,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2.083333,3
beach,3.29,0.5333,1,0,0,0,3.29,3.29,101.99,136.99,0.5333,0.4522,0.0051,1.0266,2.083333,1
beach,2.29,0.5333,1,0,0,0,2.29,2.29,70.99,105.99,0.5333,0.4522,0.1665,0.3975,1.25,1
beach,1.29,0.5333,1,0,0,0,1.29,1.29,39.99,74.99,0.5333,0.4522,0.2413,1.0266,0.4166667,1
pier,6.29,0.4522,0,1,0,0,6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4.583332,2
private,41.262,0.0143,0,0,1,0,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3.75,3
private,36.45,0.0531,0,0,1,0,56.862,56.862,36.45,61.45,0.2537,0.1498,0.0531,0.0052,5.416667,3
pier,49.062,0.1498,0,1,0,0,49.062,49.062,149.702,168.202,0.2537,0.1498,0.0082,0.0044,4.583332,2
charter,56.45,2.3101,0,0,0,1,49.062,49.062,31.45,56.45,0.2537,0.1498,0.7369,2.3101,4.583332,4
private,16.45,0.6817,0,0,1,0,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2.083333,3
private,56.862,0.0102,0,0,1,0,214.326,214.326,56.862,91.862,0.0678,0.0789,0.0102,0.0209,5.416667,3
private,33.462,0.0102,0,0,1,0,126.126,126.126,33.462,68.462,0.0678,0.0789,0.0102,0.0209,2.916667,3
beach,11.45,0.5333,1,0,0,0,11.45,11.45,67.326,102.326,0.5333,0.4522,0.2413,1.0266,1.25,1
charter,131.726,1.0266,0,0,0,1,16.45,16.45,96.726,131.726,0.5333,0.4522,0.2413,1.0266,2.083333,4
private,41.262,0.0143,0,0,1,0,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3.75,3
charter,76.45,2.3014,0,0,0,1,80.262,80.262,51.45,76.45,0.2537,0.1498,0.6817,2.3014,7.916667,4
private,25.662,0.0102,0,0,1,0,96.726,96.726,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2.083333,3
beach,26.45,0.5333,1,0,0,0,26.45,26.45,155.526,190.526,0.5333,0.4522,0.2413,1.0266,3.75,1
charter,41.45,2.3014,0,0,0,1,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2.083333,4
charter,51.45,2.3014,0,0,0,1,41.262,41.262,26.45,51.45,0.2537,0.1498,0.6817,2.3014,3.75,4
beach,21.45,0.5333,1,0,0,0,21.45,21.45,126.126,161.126,0.5333,0.4522,0.2413,1.0266,2.916667,1
charter,46.45,0.0052,0,0,0,1,33.462,33.462,21.45,46.45,0.2537,0.1498,0.0531,0.0052,2.916667,4
private,17.862,0.0897,0,0,1,0,67.326,67.326,17.862,52.862,0.0678,0.0789,0.0897,1.0905,1.25,3
private,21.45,0.7369,0,0,1,0,33.462,33.462,21.45,46.45,0.2537,0.1498,0.7369,2.3101,2.916667,3
pier,17.862,0.1498,0,1,0,0,17.862,17.862,54.502,73.002,0.2537,0.1498,0.0233,0.0219,1.25,2
beach,11.45,0.5333,1,0,0,0,11.45,11.45,67.326,102.326,0.5333,0.4522,0.2413,1.0266,1.25,1
charter,48.376,0.324,0,0,0,1,176.748,176.748,18.876,48.376,0.0678,0.0503,0.1082,0.324,2.916667,4
charter,47.372,0.0052,0,0,0,1,14.476,14.476,22.372,47.372,0.2537,0.1498,0.0531,0.0052,2.083333,4
private,36.476,0.0143,0,0,1,0,341.548,341.548,36.476,65.976,0.0678,0.0503,0.0143,0.0289,6.250001,3
private,6.87,0.0531,0,0,1,0,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1.25,3
private,6.87,0.6817,0,0,1,0,39.846,39.846,6.87,31.87,0.2537,0.1498,0.6817,2.3014,1.25,3
charter,37.87,2.3014,0,0,0,1,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2.916667,4
beach,15.87,0.5333,1,0,0,0,15.87,15.87,195.73,230.73,0.5333,0.4522,0.1665,0.3975,3.75,1
charter,34.87,2.3101,0,0,0,1,57.246,57.246,9.87,34.87,0.2537,0.1498,0.7369,2.3101,2.083333,4
charter,40.87,0.0052,0,0,0,1,92.046,92.046,15.87,40.87,0.2537,0.1498,0.0531,0.0052,3.75,4
charter,40.096,2.3101,0,0,0,1,90.576,90.576,15.096,40.096,0.2537,0.0014,0.7369,2.3101,4.583332,4
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,7.896,0.4522,0,1,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,2
pier,15.096,0.4522,0,1,0,0,15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4.583332,2
private,10.296,0.7369,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2.916667,3
charter,246.074,0.0029,0,0,0,1,145.86,145.86,217.074,246.074,0.0678,0.0789,0.0014,0.0029,2.916667,4
private,12.696,0.7369,0,0,1,0,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3.75,3
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,7.896,0.4522,0,1,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,2
beach,12.696,0.5333,1,0,0,0,12.696,12.696,179.86,214.86,0.5333,0.4522,0.0156,0.0058,3.75,1
charter,42.496,2.3014,0,0,0,1,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5.416667,4
pier,7.896,0.4522,0,1,0,0,7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2.083333,2
charter,37.696,0.0052,0,0,0,1,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3.75,4
private,52.488,0.0531,0,0,1,0,166.212,166.212,52.488,77.488,0.2537,0.1498,0.0531,0.0052,5.416667,3
pier,16.488,0.4522,0,1,0,0,16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1.25,2
private,45.288,0.6817,0,0,1,0,143.412,143.412,45.288,70.288,0.2537,0.1498,0.6817,2.3014,4.583332,3
private,30.888,0.7369,0,0,1,0,97.812,97.812,30.888,55.888,0.2537,0.1498,0.7369,2.3101,2.916667,3
charter,48.688,2.3101,0,0,0,1,75.012,75.012,23.688,48.688,0.2537,0.0014,0.7369,2.3101,2.083333,4
pier,30.888,0.4522,0,1,0,0,30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2.916667,2
private,38.088,0.6817,0,0,1,0,120.612,120.612,38.088,63.088,0.2537,0.1498,0.6817,2.3014,3.75,3
charter,55.888,2.3014,0,0,0,1,97.812,97.812,30.888,55.888,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,30.888,0.4522,0,1,0,0,30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2.916667,2
private,38.088,0.7369,0,0,1,0,120.612,120.612,38.088,63.088,0.2537,0.1498,0.7369,2.3101,3.75,3
charter,87.212,1.0905,0,0,0,1,97.096,97.096,52.212,87.212,0.0678,0.0789,0.0897,1.0905,1.25,4
charter,84.688,2.3014,0,0,0,1,189.012,189.012,59.688,84.688,0.2537,0.1498,0.6817,2.3014,6.250001,4
charter,41.488,2.3014,0,0,0,1,52.212,52.212,16.488,41.488,0.2537,0.1498,0.6817,2.3014,1.25,4
private,23.688,0.6817,0,0,1,0,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2.083333,3
private,189.012,0.0897,0,0,1,0,351.496,351.496,189.012,224.012,0.0678,0.0789,0.0897,1.0905,6.250001,3
beach,30.888,0.5333,1,0,0,0,30.888,30.888,181.896,216.896,0.5333,0.4522,0.0156,0.0058,2.916667,1
private,10.296,0.7369,0,0,1,0,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2.916667,3
private,76.176,0.1082,0,0,1,0,267.674,267.674,76.176,105.676,0.0678,0.0503,0.1082,0.324,3.75,3
pier,12.696,0.4522,0,1,0,0,12.696,12.696,179.86,214.86,0.5333,0.4522,0.2413,1.0266,3.75,2
charter,30.496,2.3014,0,0,0,1,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1.25,4
charter,32.896,0.0052,0,0,0,1,47.376,47.376,7.896,32.896,0.2537,0.1498,0.0531,0.0052,2.083333,4
private,5.496,0.7369,0,0,1,0,32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1.25,3
pier,10.296,0.4522,0,1,0,0,10.296,10.296,145.86,180.86,0.5333,0.4522,0.2413,1.0266,2.916667,2
private,76.176,0.0143,0,0,1,0,267.674,267.674,76.176,105.676,0.0678,0.0503,0.0143,0.0289,3.75,3
charter,37.696,2.3014,0,0,0,1,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3.75,4
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
charter,82.376,0.0209,0,0,0,1,111.86,111.86,47.376,82.376,0.0678,0.0789,0.0102,0.0209,2.083333,4
private,37.896,0.7369,0,0,1,0,227.376,227.376,37.896,62.896,0.2537,0.1498,0.7369,2.3101,12.5,3
charter,37.696,2.3014,0,0,0,1,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3.75,4
charter,30.496,0.0052,0,0,0,1,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1.25,4
charter,35.296,2.3014,0,0,0,1,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,15.096,0.0531,0,0,1,0,90.576,90.576,15.096,40.096,0.2537,0.1498,0.0531,0.0052,4.583332,3
private,37.896,0.6817,0,0,1,0,227.376,227.376,37.896,62.896,0.2537,0.1498,0.6817,2.3014,12.5,3
private,5.496,0.6817,0,0,1,0,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1.25,3
charter,32.896,2.3101,0,0,0,1,47.376,47.376,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2.083333,4
beach,17.496,0.5333,1,0,0,0,17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5.416667,1
private,30.888,0.7369,0,0,1,0,97.812,97.812,30.888,55.888,0.2537,0.1498,0.7369,2.3101,2.916667,3
pier,16.488,0.4522,0,1,0,0,16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1.25,2
charter,48.688,0.0052,0,0,0,1,75.012,75.012,23.688,48.688,0.2537,0.1498,0.0531,0.0052,2.083333,4
charter,48.688,2.3014,0,0,0,1,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2.083333,4
private,5.922,0.6817,0,0,1,0,76.986,76.986,5.922,30.922,0.2537,0.1498,0.6817,2.3014,2.083333,3
private,15.792,0.0531,0,0,1,0,63.168,63.168,15.792,40.792,0.2537,0.1498,0.0531,0.0052,2.083333,3
private,20.592,0.0531,0,0,1,0,82.368,82.368,20.592,45.592,0.2537,0.1498,0.0531,0.0052,2.916667,3
pier,4.29,0.4522,0,1,0,0,4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2.916667,2
private,6.29,0.0531,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4.583332,3
pier,8.29,0.4522,0,1,0,0,8.29,8.29,256.99,291.99,0.5333,0.4522,0.2413,1.0266,6.250001,2
beach,94.506,0.2537,1,0,0,0,94.506,94.506,193.986,212.486,0.2537,0.1498,0.0008,0.0027,6.250001,1
pier,1.29,0.4522,0,1,0,0,1.29,1.29,39.99,74.99,0.5333,0.4522,0.0051,1.0266,0.4166667,2
charter,28.29,2.3014,0,0,0,1,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2.083333,4
charter,29.29,2.3014,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2.916667,4
charter,28.29,2.3014,0,0,0,1,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2.083333,4
charter,30.29,2.3014,0,0,0,1,60.306,60.306,5.29,30.29,0.2537,0.1498,0.6817,2.3014,3.75,4
pier,3.29,0.4522,0,1,0,0,3.29,3.29,101.99,136.99,0.5333,0.4522,0.2413,1.0266,2.083333,2
charter,29.29,2.3014,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2.916667,4
charter,27.29,2.3014,0,0,0,1,26.106,26.106,2.29,27.29,0.2537,0.1498,0.6817,2.3014,1.25,4
